intersection_id,junction_id,tls_id,link_index,approach,movement,from_edge,from_lane,to_edge,to_lane,direction,via,request_index,lane_id
demo_12,182,182,6,south,left,-56345,3,-45669,1,l,:182_5_1,5,-56345_3
demo_12,182,182,7,west,right,-51273,0,-51257,0,r,:182_7_0,7,-51273_0
demo_12,182,182,8,west,right,-51273,0,-51257,1,r,:182_7_1,7,-51273_0
demo_12,182,182,9,west,right,-51273,0,-51257,2,r,:182_7_2,7,-51273_0
demo_12,182,182,10,west,through,-51273,0,-56564,1,s,:182_10_0,10,-51273_0
demo_12,182,182,11,west,through,-51273,1,-56564,2,s,:182_10_1,10,-51273_1
demo_12,182,182,12,west,left,-51273,2,-56346.1185,1,l,:182_12_0,12,-51273_2
demo_12,182,182,13,west,left,-51273,2,-56346.1185,2,l,:182_12_1,12,-51273_2
demo_12,182,182,14,north,right,-51253,0,-45669,0,r,:182_14_0,14,-51253_0
demo_12,182,182,15,north,through,-51253,0,-51257,0,s,:182_15_0,15,-51253_0
demo_12,182,182,16,north,right,-51253,1,-45669,0,r,:182_16_0,16,-51253_1
demo_12,182,182,17,north,right,-51253,1,-45669,1,r,:182_16_1,16,-51253_1
demo_12,182,182,18,north,through,-51253,1,-51257,0,s,:182_18_0,18,-51253_1
demo_12,182,182,19,north,through,-51253,2,-51257,1,s,:182_18_1,18,-51253_2
demo_12,182,182,20,north,through,-51253,2,-51257,2,s,:182_18_2,18,-51253_2
demo_12,182,182,21,north,left,-51253,3,-56564,1,l,:182_21_0,21,-51253_3
demo_12,182,182,22,north,left,-51253,3,-56564,2,l,:182_21_1,21,-51253_3
demo_12,182,182,23,east,right,-50293,0,-56346.1185,0,r,:182_23_0,23,-50293_0
demo_12,182,182,24,east,through,-50293,0,-45669,0,s,:182_24_0,24,-50293_0
demo_12,182,182,25,east,right,-50293,1,-56346.1185,1,r,:182_25_0,25,-50293_1
demo_12,182,182,26,east,right,-50293,1,-56346.1185,2,r,:182_25_1,25,-50293_1
demo_12,182,182,27,east,through,-50293,1,-45669,0,s,:182_27_0,27,-50293_1
demo_12,182,182,28,east,through,-50293,2,-45669,1,s,:182_27_1,27,-50293_2
demo_12,182,182,29,east,left,-50293,3,-51257,0,l,:182_29_0,29,-50293_3
demo_12,182,182,30,east,left,-50293,3,-51257,1,l,:182_29_1,29,-50293_3
demo_12,182,182,31,east,left,-50293,4,-51257,2,l,:182_29_2,29,-50293_4
demo_13,1204,1204,0,north,right,-46884,0,-56458,1,r,:1204_0_0,0,-46884_0
demo_13,1204,1204,1,north,right,-46884,1,-56458,2,r,:1204_0_1,0,-46884_1
demo_13,1204,1204,2,north,right,-46884,1,-56458,3,r,:1204_0_2,0,-46884_1
demo_13,1204,1204,3,east,right,-56457,0,-53030,0,r,:1204_3_0,3,-56457_0
demo_13,1204,1204,4,east,through,-56457,0,-56458,0,s,:1204_4_0,4,-56457_0
demo_13,1204,1204,5,east,right,-56457,1,-53030,0,r,:1204_5_0,5,-56457_1
demo_13,1204,1204,6,east,right,-56457,1,-53030,1,r,:1204_5_1,5,-56457_1
demo_13,1204,1204,7,east,through,-56457,1,-56458,1,s,:1204_7_0,7,-56457_1
demo_13,1204,1204,8,east,through,-56457,2,-56458,2,s,:1204_7_1,7,-56457_2
demo_13,1204,1204,9,east,through,-56457,3,-56458,3,s,:1204_7_2,7,-56457_3
demo_14,892,892,0,south,right,-46539,0,-52559,1,r,:892_0_0,0,-46539_0
demo_14,892,892,1,south,through,-46539,0,-46538,0,s,:892_1_0,1,-46539_0
demo_14,892,892,2,south,through,-46539,0,-46538,1,s,:892_1_1,1,-46539_0
demo_14,892,892,3,north,through,-52216,0,-52217,0,s,:892_3_0,3,-52216_0
demo_14,892,892,4,north,through,-52216,1,-52217,0,s,:892_3_1,3,-52216_1
demo_14,892,892,5,north,left,-52216,1,-52559,1,l,:892_5_0,5,-52216_1
demo_14,892,892,6,east,right,-46785,1,-46538,0,r,:892_6_0,6,-46785_1
demo_14,892,892,7,east,right,-46785,1,-46538,1,r,:892_6_1,6,-46785_1
demo_14,892,892,8,east,left,-46785,1,-52217,0,l,:892_8_0,8,-46785_1
demo_15,1117,1117,0,south,right,-52227,0,-52561,1,r,:1117_0_0,0,-52227_0
demo_15,1117,1117,1,south,through,-52227,1,-52228,0,s,:1117_1_0,1,-52227_1
demo_15,1117,1117,2,south,through,-52227,2,-52228,1,s,:1117_1_1,1,-52227_2
demo_15,1117,1117,3,south,through,-52227,2,-52228,2,s,:1117_1_2,1,-52227_2
demo_15,1117,1117,4,south,through,-52227,3,-52228,2,s,:1117_1_3,1,-52227_3
demo_15,1117,1117,5,south,left,-52227,3,-46786,1,l,:1117_5_0,5,-52227_3
demo_15,1117,1117,6,west,right,-52560,1,-56027,0,r,:1117_6_0,6,-52560_1
demo_15,1117,1117,7,west,through,-52560,1,-52561,1,s,:1117_7_0,7,-52560_1
demo_15,1117,1117,8,west,left,-52560,1,-52228,2,l,:1117_8_0,8,-52560_1
demo_15,1117,1117,9,north,right,-56026,0,-46786,1,r,:1117_9_0,9,-56026_0
demo_15,1117,1117,10,north,through,-56026,0,-56027,0,s,:1117_10_0,10,-56026_0
demo_15,1117,1117,11,north,through,-56026,1,-56027,1,s,:1117_10_1,10,-56026_1
demo_15,1117,1117,12,north,through,-56026,2,-56027,2,s,:1117_10_2,10,-56026_2
demo_15,1117,1117,13,north,through,-56026,2,-56027,3,s,:1117_10_3,10,-56026_2
demo_15,1117,1117,14,north,left,-56026,2,-52561,1,l,:1117_14_0,14,-56026_2
demo_15,1117,1117,15,east,right,-46787,1,-52228,0,r,:1117_15_0,15,-46787_1
demo_15,1117,1117,16,east,through,-46787,1,-46786,1,s,:1117_16_0,16,-46787_1
demo_15,1117,1117,17,east,left,-46787,1,-56027,3,l,:1117_17_0,17,-46787_1
demo_16,3279,3279,0,south,right,-50943,0,-49533,0,r,:3279_0_0,0,-50943_0
demo_16,3279,3279,1,south,through,-50943,0,-50942,0,s,:3279_1_0,1,-50943_0
demo_16,3279,3279,2,south,right,-50943,1,-49533,0,r,:3279_2_0,2,-50943_1
demo_16,3279,3279,3,south,through,-50943,1,-50942,1,s,:3279_3_0,3,-50943_1
demo_16,3279,3279,4,south,left,-50943,1,-55548,1,l,:3279_4_0,4,-50943_1
demo_16,3279,3279,5,west,right,-50930,0,-57803,0,r,:3279_5_0,5,-50930_0
demo_16,3279,3279,6,west,through,-50930,0,-49533,0,s,:3279_6_0,6,-50930_0
demo_16,3279,3279,7,west,right,-50930,1,-57803,1,r,:3279_7_0,7,-50930_1
demo_16,3279,3279,8,west,through,-50930,1,-49533,0,s,:3279_8_0,8,-50930_1
demo_16,3279,3279,9,west,left,-50930,1,-50942,1,l,:3279_9_0,9,-50930_1
demo_16,3279,3279,10,north,right,-57802,0,-55548,0,r,:3279_10_0,10,-57802_0
demo_16,3279,3279,11,north,through,-57802,0,-57803,0,s,:3279_11_0,11,-57802_0
demo_16,3279,3279,12,north,right,-57802,1,-55548,1,r,:3279_12_0,12,-57802_1
demo_16,3279,3279,13,north,through,-57802,1,-57803,1,s,:3279_13_0,13,-57802_1
demo_16,3279,3279,14,north,left,-57802,1,-49533,0,l,:3279_14_0,14,-57802_1
demo_16,3279,3279,15,east,right,-55547,0,-50942,0,r,:3279_15_0,15,-55547_0
demo_16,3279,3279,16,east,right,-55547,0,-50942,1,r,:3279_15_1,15,-55547_0
demo_16,3279,3279,17,east,through,-55547,0,-55548,0,s,:3279_17_0,17,-55547_0
demo_16,3279,3279,18,east,through,-55547,0,-55548,1,s,:3279_17_1,17,-55547_0
demo_16,3279,3279,19,east,left,-55547,0,-57803,1,l,:3279_19_0,19,-55547_0
demo_17,3702,3702,0,south,right,-57329,0,-50050,0,r,:3702_0_0,0,-57329_0
demo_17,3702,3702,1,south,right,-57329,0,-50050,1,r,:3702_0_1,0,-57329_0
demo_17,3702,3702,2,south,through,-57329,0,-57330,0,s,:3702_2_0,2,-57329_0
demo_17,3702,3702,3,south,through,-57329,1,-57330,1,s,:3702_2_1,2,-57329_1
demo_17,3702,3702,4,north,through,-57320,0,-57321,0,s,:3702_4_0,4,-57320_0
demo_17,3702,3702,5,north,through,-57320,1,-57321,1,s,:3702_4_1,4,-57320_1
demo_17,3702,3702,6,north,left,-57320,1,-50050,1,l,:3702_6_0,6,-57320_1
demo_17,3702,3702,7,east,right,-56184,0,-57330,0,r,:3702_7_0,7,-56184_0
demo_17,3702,3702,8,east,left,-56184,0,-57321,1,l,:3702_8_0,8,-56184_0
demo_18,4409,4409,0,southeast,right,-57004,0,-57058,0,r,:4409_0_0,0,-57004_0
demo_18,4409,4409,1,southeast,through,-57004,1,-57005,0,s,:4409_1_0,1,-57004_1
demo_18,4409,4409,2,southeast,through,-57004,1,-57005,1,s,:4409_1_1,1,-57004_1
demo_18,4409,4409,3,southeast,through,-57004,2,-57005,2,s,:4409_1_2,1,-57004_2
demo_18,4409,4409,4,southeast,left,-57004,3,-56831,1,l,:4409_4_0,4,-57004_3
demo_18,4409,4409,5,auxiliary_east,right,E7,0,-56009,0,r,:4409_5_0,5,E7_0
demo_18,4409,4409,6,auxiliary_east,right,E7,0,-56009,1,r,:4409_5_1,5,E7_0
demo_18,4409,4409,7,auxiliary_east,right,E7,0,-56009,2,r,:4409_5_2,5,E7_0
demo_18,4409,4409,8,southwest,right,-57077,0,-56009,1,r,:4409_8_0,8,-57077_0
demo_18,4409,4409,9,southwest,right,-57077,0,-56009,2,r,:4409_8_1,8,-57077_0
demo_18,4409,4409,10,southwest,through,-57077,1,-57058,0,s,:4409_10_0,10,-57077_1
demo_18,4409,4409,11,southwest,through,-57077,1,-57058,1,s,:4409_10_1,10,-57077_1
demo_18,4409,4409,12,southwest,through,-57077,2,-57058,2,s,:4409_10_2,10,-57077_2
demo_18,4409,4409,13,southwest,left,-57077,3,-57005,0,L,:4409_13_0,13,-57077_3
demo_18,4409,4409,14,southwest,left,-57077,3,-57005,1,L,:4409_13_1,13,-57077_3
demo_18,4409,4409,15,southwest,left,-57077,3,-57005,2,L,:4409_13_2,13,-57077_3
demo_18,4409,4409,16,northwest,right,-56004,0,-56831,0,r,:4409_16_0,16,-56004_0
demo_18,4409,4409,17,northwest,right,-56004,0,-56831,1,r,:4409_16_1,16,-56004_0
demo_18,4409,4409,18,northwest,right,-56004,0,-56831,2,r,:4409_16_2,16,-56004_0
demo_18,4409,4409,19,northwest,through,-56004,1,-56009,0,s,:4409_19_0,19,-56004_1
demo_18,4409,4409,20,northwest,through,-56004,1,-56009,1,s,:4409_19_1,19,-56004_1
demo_18,4409,4409,21,northwest,through,-56004,2,-56009,2,s,:4409_19_2,19,-56004_2
demo_18,4409,4409,22,northwest,left,-56004,3,-57058,0,l,:4409_22_0,22,-56004_3
demo_18,4409,4409,23,northwest,left,-56004,3,-57058,1,l,:4409_22_1,22,-56004_3
demo_18,4409,4409,24,northwest,left,-56004,3,-57058,2,l,:4409_22_2,22,-56004_3
demo_18,4409,4409,25,northeast,right,-56830,0,-57005,0,r,:4409_25_0,25,-56830_0
demo_18,4409,4409,26,northeast,right,-56830,0,-57005,1,r,:4409_25_1,25,-56830_0
demo_18,4409,4409,27,northeast,right,-56830,0,-57005,2,r,:4409_25_2,25,-56830_0
demo_18,4409,4409,28,northeast,through,-56830,1,-56831,0,s,:4409_28_0,28,-56830_1
demo_18,4409,4409,29,northeast,through,-56830,1,-56831,1,s,:4409_28_1,28,-56830_1
demo_18,4409,4409,30,northeast,through,-56830,2,-56831,2,s,:4409_28_2,28,-56830_2
demo_18,4409,4409,31,northeast,left,-56830,3,-56009,0,l,:4409_31_0,31,-56830_3
demo_18,4409,4409,32,northeast,left,-56830,3,-56009,1,l,:4409_31_1,31,-56830_3
demo_18,4409,4409,33,northeast,left,-56830,3,-56009,2,l,:4409_31_2,31,-56830_3
demo_19,891,891,0,southeast,right,-46538,0,-57396,0,r,:891_0_0,0,-46538_0
demo_19,891,891,1,southeast,through,-46538,0,-46537,0,s,:891_1_0,1,-46538_0
demo_19,891,891,2,southeast,right,-46538,1,-57396,0,r,:891_2_0,2,-46538_1
demo_19,891,891,3,southeast,right,-46538,1,-57396,1,r,:891_2_1,2,-46538_1
demo_19,891,891,4,southeast,through,-46538,1,-46537,1,s,:891_4_0,4,-46538_1
demo_19,891,891,5,southeast,left,-46538,1,-55838,0,l,:891_5_0,5,-46538_1
demo_19,891,891,6,southeast,left,-46538,1,-55838,1,l,:891_5_1,5,-46538_1
demo_19,891,891,8,southwest,right,-57395,0,-52216,1,r,:891_7_0,7,-57395_0
demo_19,891,891,9,southwest,through,-57395,0,-57396,0,s,:891_8_0,8,-57395_0
demo_19,891,891,10,southwest,through,-57395,1,-57396,1,s,:891_8_1,8,-57395_1
demo_19,891,891,11,southwest,left,-57395,1,-46537,1,l,:891_10_0,10,-57395_1
demo_19,891,891,12,northwest,right,-52215,0,-55838,0,r,:891_11_0,11,-52215_0
demo_19,891,891,13,northwest,through,-52215,0,-52216,0,s,:891_12_0,12,-52215_0
demo_19,891,891,14,northwest,right,-52215,1,-55838,0,r,:891_13_0,13,-52215_1
demo_19,891,891,15,northwest,right,-52215,1,-55838,1,r,:891_13_1,13,-52215_1
demo_19,891,891,16,northwest,through,-52215,1,-52216,1,s,:891_15_0,15,-52215_1
demo_19,891,891,17,northwest,left,-52215,1,-57396,0,l,:891_16_0,16,-52215_1
demo_19,891,891,18,northwest,left,-52215,1,-57396,1,l,:891_16_1,16,-52215_1
demo_19,891,891,19,northeast,right,-55837,0,-46537,0,r,:891_18_0,18,-55837_0
demo_19,891,891,20,northeast,right,-55837,0,-46537,1,r,:891_18_1,18,-55837_0
demo_19,891,891,21,northeast,through,-55837,0,-55838,0,s,:891_20_0,20,-55837_0
demo_19,891,891,22,northeast,through,-55837,1,-55838,1,s,:891_20_1,20,-55837_1
demo_19,891,891,23,northeast,left,-55837,1,-52216,1,l,:891_22_0,22,-55837_1
demo_2,317,317,0,south,through,-56734,0,-56736,0,s,:317_0_0,0,-56734_0
demo_2,317,317,1,south,through,-56734,1,-56736,1,s,:317_0_1,0,-56734_1
demo_2,317,317,2,south,through,-56734,2,-56736,2,s,:317_0_2,0,-56734_2
demo_2,317,317,3,south,left,-56734,2,-45801,2,l,:317_3_0,3,-56734_2
demo_2,317,317,4,south,left,-56734,2,-45801,3,l,:317_3_1,3,-56734_2
demo_2,317,317,5,west,right,-51425,0,-57229,1,r,:317_5_0,5,-51425_0
demo_2,317,317,6,west,right,-51425,1,-57229,2,r,:317_5_1,5,-51425_1
demo_2,317,317,7,west,left,-51425,2,-56736,1,l,:317_7_0,7,-51425_2
demo_2,317,317,8,west,left,-51425,3,-56736,2,l,:317_7_1,7,-51425_3
demo_2,317,317,9,west,left,-51425,4,-56736,2,l,:317_7_2,7,-51425_4
demo_2,317,317,10,north,right,-57228,0,-45801,0,r,:317_10_0,10,-57228_0
demo_2,317,317,11,north,through,-57228,0,-57229,0,s,:317_11_0,11,-57228_0
demo_2,317,317,12,north,right,-57228,1,-45801,0,r,:317_12_0,12,-57228_1
demo_2,317,317,13,north,through,-57228,1,-57229,1,s,:317_13_0,13,-57228_1
demo_2,317,317,14,north,through,-57228,2,-57229,2,s,:317_13_1,13,-57228_2
demo_20,3637,3637,0,south,right,-57333,0,-57073,0,r,:3637_0_0,0,-57333_0
demo_20,3637,3637,1,south,through,-57333,1,-56093,0,s,:3637_1_0,1,-57333_1
demo_20,3637,3637,2,south,through,-57333,2,-56093,0,s,:3637_1_1,1,-57333_2
demo_20,3637,3637,3,south,left,-57333,2,-56837,2,l,:3637_3_0,3,-57333_2
demo_20,3637,3637,4,west,right,-57067,0,-57314,0,r,:3637_4_0,4,-57067_0
demo_20,3637,3637,5,west,through,-57067,1,-57073,0,s,:3637_5_0,5,-57067_1
demo_20,3637,3637,6,west,through,-57067,1,-57073,1,s,:3637_5_1,5,-57067_1
demo_20,3637,3637,7,west,through,-57067,2,-57073,2,s,:3637_5_2,5,-57067_2
demo_20,3637,3637,8,west,left,-57067,3,-56093,0,l,:3637_8_0,8,-57067_3
demo_20,3637,3637,9,north,right,-49964,0,-56837,0,r,:3637_9_0,9,-49964_0
demo_20,3637,3637,10,north,through,-49964,0,-57314,1,s,:3637_10_0,10,-49964_0
demo_20,3637,3637,11,north,left,-49964,0,-57073,2,l,:3637_11_0,11,-49964_0
demo_20,3637,3637,12,east,right,-56836,0,-56093,0,r,:3637_12_0,12,-56836_0
demo_20,3637,3637,13,east,through,-56836,1,-56837,0,s,:3637_13_0,13,-56836_1
demo_20,3637,3637,14,east,through,-56836,1,-56837,1,s,:3637_13_1,13,-56836_1
demo_20,3637,3637,15,east,through,-56836,2,-56837,2,s,:3637_13_2,13,-56836_2
demo_20,3637,3637,16,east,left,-56836,3,-57314,1,l,:3637_16_0,16,-56836_3
demo_3,citypulse_demo_3,citypulse_demo_3,0,south,right,-52565,1,57582,0,r,:citypulse_demo_3_0_0,0,-52565_1
demo_3,citypulse_demo_3,citypulse_demo_3,1,south,right,-52565,1,57582,1,r,:citypulse_demo_3_0_1,0,-52565_1
demo_3,citypulse_demo_3,citypulse_demo_3,2,south,right,-52565,1,57582,2,r,:citypulse_demo_3_0_2,0,-52565_1
demo_3,citypulse_demo_3,citypulse_demo_3,3,south,through,-52565,1,46791,1,s,:citypulse_demo_3_3_0,3,-52565_1
demo_3,citypulse_demo_3,citypulse_demo_3,4,south,left,-52565,1,-57582.1757,1,l,:citypulse_demo_3_4_0,4,-52565_1
demo_3,citypulse_demo_3,citypulse_demo_3,5,south,left,-52565,1,-57582.1757,2,l,:citypulse_demo_3_4_1,4,-52565_1
demo_3,citypulse_demo_3,citypulse_demo_3,6,west,right,-50816,0,-46791.1195,1,r,:citypulse_demo_3_6_0,6,-50816_0
demo_3,citypulse_demo_3,citypulse_demo_3,7,west,through,-50816,0,57582,0,s,:citypulse_demo_3_7_0,7,-50816_0
demo_3,citypulse_demo_3,citypulse_demo_3,8,west,right,-50816,1,-46791.1195,1,r,:citypulse_demo_3_8_0,8,-50816_1
demo_3,citypulse_demo_3,citypulse_demo_3,9,west,through,-50816,1,57582,1,s,:citypulse_demo_3_9_0,9,-50816_1
demo_3,citypulse_demo_3,citypulse_demo_3,10,west,through,-50816,2,57582,2,s,:citypulse_demo_3_9_1,9,-50816_2
demo_3,citypulse_demo_3,citypulse_demo_3,11,west,left,-50816,2,46791,1,l,:citypulse_demo_3_11_0,11,-50816_2
demo_3,citypulse_demo_3,citypulse_demo_3,12,north,right,-46791,1,-57582.1757,0,r,:citypulse_demo_3_12_0,12,-46791_1
demo_3,citypulse_demo_3,citypulse_demo_3,13,north,right,-46791,1,-57582.1757,1,r,:citypulse_demo_3_12_1,12,-46791_1
demo_3,citypulse_demo_3,citypulse_demo_3,14,north,right,-46791,1,-57582.1757,2,r,:citypulse_demo_3_12_2,12,-46791_1
demo_3,citypulse_demo_3,citypulse_demo_3,15,north,through,-46791,1,-46791.1195,1,s,:citypulse_demo_3_15_0,15,-46791_1
demo_3,citypulse_demo_3,citypulse_demo_3,16,north,left,-46791,1,57582,1,l,:citypulse_demo_3_16_0,16,-46791_1
demo_3,citypulse_demo_3,citypulse_demo_3,17,north,left,-46791,1,57582,2,l,:citypulse_demo_3_16_1,16,-46791_1
demo_3,citypulse_demo_3,citypulse_demo_3,18,east,right,-57582,0,46791,1,r,:citypulse_demo_3_18_0,18,-57582_0
demo_3,citypulse_demo_3,citypulse_demo_3,19,east,through,-57582,0,-57582.1757,0,s,:citypulse_demo_3_19_0,19,-57582_0
demo_3,citypulse_demo_3,citypulse_demo_3,20,east,right,-57582,1,46791,1,r,:citypulse_demo_3_20_0,20,-57582_1
demo_3,citypulse_demo_3,citypulse_demo_3,21,east,through,-57582,1,-57582.1757,1,s,:citypulse_demo_3_21_0,21,-57582_1
demo_3,citypulse_demo_3,citypulse_demo_3,22,east,through,-57582,2,-57582.1757,2,s,:citypulse_demo_3_21_1,21,-57582_2
demo_3,citypulse_demo_3,citypulse_demo_3,23,east,left,-57582,2,-46791.1195,1,l,:citypulse_demo_3_23_0,23,-57582_2
demo_4,3935,3935,0,south,right,-56732,0,-50675,0,r,:3935_0_0,0,-56732_0
demo_4,3935,3935,1,south,through,-56732,0,-56733,0,s,:3935_1_0,1,-56732_0
demo_4,3935,3935,2,south,right,-56732,1,-50675,0,r,:3935_2_0,2,-56732_1
demo_4,3935,3935,3,south,right,-56732,1,-50675,1,r,:3935_2_1,2,-56732_1
demo_4,3935,3935,4,south,through,-56732,1,-56733,0,s,:3935_4_0,4,-56732_1
demo_4,3935,3935,5,south,through,-56732,2,-56733,1,s,:3935_4_1,4,-56732_2
